temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria
28.47,84.94,646.17,0.7,2024-10-12,22:44:00,56.31
41.62,92.12,57.2,0.89,2024-10-12,22:48:00,53.9
49.58,83.34,251.21,0.43,2024-10-12,22:52:00,52.21
8.18,76.51,439.57,1.29,2024-10-12,22:56:00,51.63
34.59,87.27,402.78,0.55,2024-10-12,23:00:00,55.39
33.71,82.43,69.4,1.14,2024-10-12,23:04:00,55.97
49.0,62.12,575.22,0.56,2024-10-12,23:08:00,55.11
49.28,63.35,700.67,0.01,2024-10-12,23:12:00,52.3
34.33,61.33,130.48,1.17,2024-10-12,23:16:00,52.72
12.18,75.99,644.49,0.41,2024-10-12,23:20:00,52.85
39.93,88.9,400.9,0.39,2024-10-12,23:24:00,50.98
5.35,70.96,673.87,0.16,2024-10-12,23:28:00,54.98
39.03,73.45,126.78,0.92,2024-10-12,23:32:00,53.68
45.51,91.83,570.26,0.17,2024-10-12,23:36:00,56.82
19.14,89.29,43.04,1.16,2024-10-12,23:40:00,52.01
31.53,83.28,635.9,0.4,2024-10-12,23:44:00,53.65
21.51,69.34,485.39,0.89,2024-10-12,23:48:00,51.44
21.89,64.1,266.58,0.22,2024-10-12,23:52:00,53.17
15.52,60.56,137.14,1.22,2024-10-12,23:56:00,55.5
38.11,63.75,587.9,0.76,2024-10-13,00:00:00,54.03
46.81,70.24,434.33,0.39,2024-10-13,00:04:00,51.97
47.04,79.31,259.5,1.05,2024-10-13,00:08:00,50.9
8.74,62.24,319.56,0.55,2024-10-13,00:12:00,53.22
43.74,64.77,595.11,1.53,2024-10-13,00:16:00,54.29
36.87,66.34,244.03,0.29,2024-10-13,00:20:00,55.52
12.64,82.12,64.54,0.99,2024-10-13,00:24:00,52.37
3.36,81.55,656.12,0.82,2024-10-13,00:28:00,52.32
13.4,79.28,278.89,0.12,2024-10-13,00:32:00,58.1
45.61,68.77,250.84,0.15,2024-10-13,00:36:00,53.8
31.66,72.99,147.17,0.37,2024-10-13,00:40:00,55.74
36.05,63.38,646.14,0.65,2024-10-13,00:44:00,51.3
12.86,67.93,156.6,0.87,2024-10-13,00:48:00,54.46
35.97,91.42,458.4,0.64,2024-10-13,00:52:00,55.29
1.41,94.29,634.15,0.97,2024-10-13,00:56:00,53.92
18.77,82.67,25.14,0.42,2024-10-13,01:00:00,50.31
31.34,92.09,596.73,0.89,2024-10-13,01:04:00,51.97
7.3,82.5,295.63,0.54,2024-10-13,01:08:00,54.51
41.15,61.16,473.74,0.37,2024-10-13,01:12:00,50.58
11.75,94.89,268.13,0.16,2024-10-13,01:16:00,58.83
32.61,63.46,500.77,0.07,2024-10-13,01:20:00,56.03
20.26,83.89,183.09,0.41,2024-10-13,01:24:00,50.73
29.8,68.85,15.79,0.57,2024-10-13,01:28:00,54.26
5.37,73.72,682.41,0.28,2024-10-13,01:32:00,53.88
0.85,82.61,11.78,0.35,2024-10-13,01:36:00,55.9
45.48,75.28,593.35,0.38,2024-10-13,01:40:00,48.72
13.48,68.77,121.78,0.2,2024-10-13,01:44:00,54.05
40.98,71.71,282.4,0.26,2024-10-13,01:48:00,51.3
49.97,71.95,592.19,0.78,2024-10-13,01:52:00,54.57
10.57,93.58,148.27,0.45,2024-10-13,01:56:00,51.51
13.26,87.95,623.31,0.64,2024-10-13,02:00:00,56.41
33.14,76.05,358.39,0.1,2024-10-13,02:04:00,54.29
48.27,66.99,263.63,1.1,2024-10-13,02:08:00,50.05
45.79,88.39,476.96,0.52,2024-10-13,02:12:00,48.55
25.14,65.5,245.8,0.87,2024-10-13,02:16:00,54.64
39.76,67.37,250.05,0.17,2024-10-13,02:20:00,52.25
6.79,72.81,528.14,0.71,2024-10-13,02:24:00,54.77
48.87,90.81,223.08,0.38,2024-10-13,02:28:00,52.3
48.22,64.61,144.56,1.76,2024-10-13,02:32:00,56.02
8.19,64.28,581.51,0.3,2024-10-13,02:36:00,55.62
14.97,77.29,579.87,0.54,2024-10-13,02:40:00,54.46
5.01,69.67,358.26,0.19,2024-10-13,02:44:00,51.79
13.59,79.91,379.19,0.53,2024-10-13,02:48:00,52.41
40.8,75.81,501.18,0.48,2024-10-13,02:52:00,53.05
18.92,75.22,366.68,1.03,2024-10-13,02:56:00,51.46
4.42,63.92,300.27,0.56,2024-10-13,03:00:00,54.88
17.11,64.94,716.32,0.39,2024-10-13,03:04:00,52.9
49.07,88.74,106.3,0.47,2024-10-13,03:08:00,53.18
31.48,91.01,426.76,0.09,2024-10-13,03:12:00,52.49
20.81,68.21,637.82,0.59,2024-10-13,03:16:00,53.49
8.33,63.97,494.79,0.93,2024-10-13,03:20:00,53.87
49.31,61.87,634.26,0.55,2024-10-13,03:24:00,52.41
41.04,81.29,242.16,0.11,2024-10-13,03:28:00,53.03
14.07,85.04,195.83,0.64,2024-10-13,03:32:00,52.56
3.5,73.05,612.92,0.66,2024-10-13,03:36:00,52.56
2.83,83.79,283.76,0.7,2024-10-13,03:40:00,53.52
6.02,84.95,510.97,0.47,2024-10-13,03:44:00,48.35
29.04,92.74,106.38,0.58,2024-10-13,03:48:00,56.26
46.44,62.27,544.2,0.66,2024-10-13,03:52:00,54.98
24.84,66.73,395.27,0.23,2024-10-13,03:56:00,53.76
42.15,62.4,193.4,0.26,2024-10-13,04:00:00,55.11
22.29,90.38,356.04,0.71,2024-10-13,04:04:00,50.71
35.43,87.74,501.8,0.26,2024-10-13,04:08:00,49.93
36.59,80.11,8.56,0.45,2024-10-13,04:12:00,49.63
8.7,62.93,458.98,0.7,2024-10-13,04:16:00,54.27
18.06,69.57,389.95,0.98,2024-10-13,04:20:00,53.68
31.87,70.42,158.61,0.3,2024-10-13,04:24:00,54.11
3.53,79.63,542.15,0.25,2024-10-13,04:28:00,55.25
18.08,69.03,218.49,0.7,2024-10-13,04:32:00,48.62
26.74,62.55,199.34,1.01,2024-10-13,04:36:00,50.96
49.81,85.58,339.28,0.11,2024-10-13,04:40:00,52.05
23.73,70.47,486.83,0.5,2024-10-13,04:44:00,54.68
40.8,75.83,668.77,1.32,2024-10-13,04:48:00,53.64
21.6,64.47,101.78,0.24,2024-10-13,04:52:00,58.6
39.82,88.09,285.46,0.72,2024-10-13,04:56:00,51.14
29.77,79.79,48.23,0.46,2024-10-13,05:00:00,54.36
44.33,91.56,546.16,0.47,2024-10-13,05:04:00,55.21
20.55,77.34,322.37,0.42,2024-10-13,05:08:00,56.23
30.22,92.95,508.99,0.6,2024-10-13,05:12:00,52.88
31.5,91.22,231.98,1.04,2024-10-13,05:16:00,50.68
20.87,80.18,607.91,0.24,2024-10-13,05:20:00,54.59
7.22,92.69,385.08,0.26,2024-10-13,05:24:00,53.85
4.68,71.31,679.4,0.59,2024-10-13,05:28:00,54.41
0.83,72.8,56.75,0.61,2024-10-13,05:32:00,55.95
43.68,61.59,370.28,0.42,2024-10-13,05:36:00,52.77
11.82,80.62,551.85,0.94,2024-10-13,05:40:00,51.16
10.58,85.27,432.11,0.29,2024-10-13,05:44:00,54.36
36.8,87.07,16.7,0.27,2024-10-13,05:48:00,53.84
16.0,65.24,700.08,0.54,2024-10-13,05:52:00,52.58
25.3,75.55,214.75,0.24,2024-10-13,05:56:00,51.18
8.13,66.19,179.48,2.09,2024-10-13,06:00:00,53.88
47.99,83.17,349.68,0.15,2024-10-13,06:04:00,54.9
42.58,65.53,390.35,1.23,2024-10-13,06:08:00,50.0
43.19,91.65,551.73,0.28,2024-10-13,06:12:00,53.26
20.34,68.07,283.16,0.14,2024-10-13,06:16:00,54.34
38.12,70.2,316.77,0.58,2024-10-13,06:20:00,56.76
7.19,89.78,385.17,0.41,2024-10-13,06:24:00,53.28
0.43,76.05,283.96,1.7,2024-10-13,06:28:00,56.25
1.0,60.84,658.47,0.64,2024-10-13,06:32:00,54.81
29.33,77.31,612.9,0.4,2024-10-13,06:36:00,54.84
22.77,62.96,327.58,0.46,2024-10-13,06:40:00,51.5
25.9,94.49,0.14,0.06,2024-10-13,06:44:00,58.06
0.37,80.58,648.67,0.04,2024-10-13,06:48:00,53.22
21.13,68.98,89.52,0.11,2024-10-13,06:52:00,53.5
35.9,79.73,176.05,0.42,2024-10-13,06:56:00,53.12
22.13,62.69,109.7,0.49,2024-10-13,07:00:00,55.56
36.61,88.0,129.47,0.66,2024-10-13,07:04:00,56.98
11.65,92.39,578.07,0.79,2024-10-13,07:08:00,54.38
40.66,90.61,417.24,0.06,2024-10-13,07:12:00,52.28
29.42,71.96,688.39,0.6,2024-10-13,07:16:00,56.44
10.54,71.4,166.65,1.1,2024-10-13,07:20:00,50.51
11.84,61.23,349.66,0.35,2024-10-13,07:24:00,51.64
31.4,82.8,703.75,2.0,2024-10-13,07:28:00,50.24
41.5,78.72,595.04,0.47,2024-10-13,07:32:00,52.28
20.78,76.08,524.6,0.29,2024-10-13,07:36:00,55.01
12.92,91.77,136.06,0.87,2024-10-13,07:40:00,52.55
43.35,65.88,553.97,0.66,2024-10-13,07:44:00,53.11
33.46,60.34,250.25,1.13,2024-10-13,07:48:00,53.71
22.4,62.57,381.99,0.79,2024-10-13,07:52:00,52.51
24.4,67.82,438.6,0.5,2024-10-13,07:56:00,50.73
10.21,61.16,438.74,0.81,2024-10-13,08:00:00,49.65
31.34,77.6,523.1,0.1,2024-10-13,08:04:00,55.56
17.94,70.99,476.43,0.7,2024-10-13,08:08:00,51.67
49.78,66.32,49.23,0.45,2024-10-13,08:12:00,51.56
24.01,86.25,329.29,0.16,2024-10-13,08:16:00,49.93
24.29,67.16,478.1,0.77,2024-10-13,08:20:00,52.64
28.29,84.07,213.11,1.03,2024-10-13,08:24:00,53.99
45.84,72.22,225.4,0.38,2024-10-13,08:28:00,52.17
40.04,77.91,89.69,0.24,2024-10-13,08:32:00,53.59
22.56,92.69,301.4,0.93,2024-10-13,08:36:00,48.93
35.93,61.31,710.52,0.23,2024-10-13,08:40:00,53.22
29.31,77.51,205.43,0.5,2024-10-13,08:44:00,52.05
24.62,89.9,382.63,0.48,2024-10-13,08:48:00,49.98
9.62,80.58,535.13,0.22,2024-10-13,08:52:00,49.61
23.2,69.69,9.72,0.14,2024-10-13,08:56:00,51.12
12.29,73.92,648.32,0.86,2024-10-13,09:00:00,50.41
45.74,83.81,278.32,0.62,2024-10-13,09:04:00,53.52
16.77,91.18,625.76,0.34,2024-10-13,09:08:00,53.69
47.61,61.44,28.04,0.35,2024-10-13,09:12:00,53.15
26.65,62.5,104.88,0.66,2024-10-13,09:16:00,53.56
31.58,71.38,232.22,0.31,2024-10-13,09:20:00,49.65
27.15,68.15,248.73,0.41,2024-10-13,09:24:00,53.8
6.47,69.27,610.41,0.29,2024-10-13,09:28:00,54.11
18.79,67.74,8.06,0.38,2024-10-13,09:32:00,53.32
4.96,66.85,461.6,0.41,2024-10-13,09:36:00,52.57
31.15,64.57,94.54,0.68,2024-10-13,09:40:00,51.27
22.34,92.69,592.72,0.28,2024-10-13,09:44:00,53.42
38.9,65.05,560.57,0.97,2024-10-13,09:48:00,51.97
11.02,67.15,359.94,0.67,2024-10-13,09:52:00,54.58
8.23,68.62,153.13,0.45,2024-10-13,09:56:00,53.28
20.32,92.66,456.84,0.39,2024-10-13,10:00:00,52.38
46.33,86.45,112.51,0.34,2024-10-13,10:04:00,52.02
35.52,87.64,136.82,0.85,2024-10-13,10:08:00,52.38
20.95,63.67,451.22,0.31,2024-10-13,10:12:00,52.38
25.86,89.27,713.68,0.06,2024-10-13,10:16:00,52.53
4.21,74.29,641.56,0.3,2024-10-13,10:20:00,50.09
49.23,69.2,427.04,1.16,2024-10-13,10:24:00,53.14
33.32,80.15,387.75,0.18,2024-10-13,10:28:00,53.0
14.27,88.78,718.84,1.36,2024-10-13,10:32:00,50.29
29.29,87.25,394.13,0.33,2024-10-13,10:36:00,53.1
5.47,91.15,302.48,0.31,2024-10-13,10:40:00,52.61
48.29,92.48,654.88,1.53,2024-10-13,10:44:00,50.97
8.74,68.33,168.61,0.55,2024-10-13,10:48:00,53.83
32.4,74.84,70.22,0.81,2024-10-13,10:52:00,55.29
12.27,60.51,456.54,0.22,2024-10-13,10:56:00,51.46
35.88,90.78,69.01,0.36,2024-10-13,11:00:00,52.81
38.84,65.41,268.67,0.05,2024-10-13,11:04:00,55.08
33.67,90.15,304.98,0.29,2024-10-13,11:08:00,48.19
30.72,71.53,394.23,0.37,2024-10-13,11:12:00,56.36
44.62,72.88,713.99,0.34,2024-10-13,11:16:00,52.72
3.93,61.37,159.11,0.41,2024-10-13,11:20:00,54.07
16.55,71.44,270.54,0.36,2024-10-13,11:24:00,49.14
12.41,91.09,95.21,0.06,2024-10-13,11:28:00,49.81
49.4,60.89,437.48,0.28,2024-10-13,11:32:00,50.6
19.47,74.22,523.92,0.51,2024-10-13,11:36:00,50.41
36.63,61.1,347.1,0.59,2024-10-13,11:40:00,47.85
34.24,72.98,177.0,1.11,2024-10-13,11:44:00,50.13
10.6,66.04,447.04,0.05,2024-10-13,11:48:00,50.84
11.95,68.83,388.19,0.29,2024-10-13,11:52:00,49.62
14.06,90.72,123.25,0.84,2024-10-13,11:56:00,55.46
20.56,75.26,292.09,0.48,2024-10-13,12:00:00,53.75
11.72,69.58,313.34,0.3,2024-10-13,12:04:00,51.0
0.98,80.63,707.48,0.91,2024-10-13,12:08:00,53.62
43.97,64.97,611.49,0.47,2024-10-13,12:12:00,53.12
48.28,69.08,528.75,0.76,2024-10-13,12:16:00,49.0
17.08,79.12,639.92,0.43,2024-10-13,12:20:00,53.29
16.93,68.31,529.55,0.05,2024-10-13,12:24:00,51.59
0.35,83.77,650.45,1.13,2024-10-13,12:28:00,53.8
34.01,77.2,39.28,0.39,2024-10-13,12:32:00,50.25
41.27,87.02,328.37,0.11,2024-10-13,12:36:00,53.49
7.33,93.19,537.77,0.29,2024-10-13,12:40:00,54.5
7.98,64.05,419.97,0.2,2024-10-13,12:44:00,53.18
39.5,71.71,126.12,0.03,2024-10-13,12:48:00,48.8
30.81,71.18,245.15,0.35,2024-10-13,12:52:00,57.29
2.24,65.29,228.8,0.05,2024-10-13,12:56:00,53.55
31.13,88.36,188.17,0.35,2024-10-13,13:00:00,51.88
15.45,86.6,247.06,0.54,2024-10-13,13:04:00,53.59
18.44,76.95,370.69,0.53,2024-10-13,13:08:00,56.56
38.49,78.82,615.51,0.25,2024-10-13,13:12:00,49.5
40.55,62.08,534.26,0.14,2024-10-13,13:16:00,54.51
20.02,79.44,601.38,0.81,2024-10-13,13:20:00,51.98
47.36,87.7,636.19,0.61,2024-10-13,13:24:00,51.67
20.32,80.08,299.63,0.3,2024-10-13,13:28:00,51.78
38.59,69.29,249.14,0.09,2024-10-13,13:32:00,48.11
24.19,83.36,41.49,0.18,2024-10-13,13:36:00,53.24
44.88,72.65,669.95,1.38,2024-10-13,13:40:00,47.42
45.39,79.07,47.39,0.77,2024-10-13,13:44:00,51.22
4.37,77.06,533.62,0.55,2024-10-13,13:48:00,51.25
46.82,73.34,272.24,0.2,2024-10-13,13:52:00,51.49
41.28,85.16,683.12,0.2,2024-10-13,13:56:00,47.93
39.57,90.94,302.11,0.84,2024-10-13,14:00:00,54.02
10.05,60.18,587.96,1.21,2024-10-13,14:04:00,48.55
40.26,92.68,203.51,0.84,2024-10-13,14:08:00,50.37
42.51,77.9,215.34,0.34,2024-10-13,14:12:00,51.12
14.46,84.53,428.77,0.23,2024-10-13,14:16:00,51.57
47.61,89.95,718.55,0.18,2024-10-13,14:20:00,52.96
2.49,76.35,372.65,0.32,2024-10-13,14:24:00,52.23
7.5,89.22,674.14,0.2,2024-10-13,14:28:00,56.04
26.88,66.22,566.1,0.47,2024-10-13,14:32:00,52.87
28.79,65.57,573.02,0.43,2024-10-13,14:36:00,52.71
32.26,83.01,313.89,1.64,2024-10-13,14:40:00,51.0
0.85,90.46,278.31,0.85,2024-10-13,14:44:00,52.75
48.02,91.23,138.18,0.48,2024-10-13,14:48:00,51.16
2.23,82.53,694.04,1.63,2024-10-13,14:52:00,51.17
7.15,78.39,690.76,0.61,2024-10-13,14:56:00,58.46
0.7,71.6,537.89,0.19,2024-10-13,15:00:00,55.2
28.34,94.3,213.3,0.81,2024-10-13,15:04:00,50.37
46.61,71.19,176.53,0.14,2024-10-13,15:08:00,53.4
33.3,86.05,711.8,0.06,2024-10-13,15:12:00,52.63
41.13,78.62,47.91,0.6,2024-10-13,15:16:00,50.76
0.66,81.3,607.37,0.68,2024-10-13,15:20:00,56.24
27.1,73.77,255.93,0.81,2024-10-13,15:24:00,51.67
22.98,93.77,301.59,0.67,2024-10-13,15:28:00,54.83
24.95,80.01,599.02,0.58,2024-10-13,15:32:00,50.73
3.61,92.82,65.23,0.26,2024-10-13,15:36:00,54.24
34.22,60.27,255.0,0.52,2024-10-13,15:40:00,54.71
25.16,80.04,685.46,0.81,2024-10-13,15:44:00,50.09
38.26,85.1,503.33,0.58,2024-10-13,15:48:00,51.36
24.26,86.08,543.56,0.72,2024-10-13,15:52:00,51.84
7.47,91.67,545.4,0.7,2024-10-13,15:56:00,55.27
32.41,60.15,43.61,0.89,2024-10-13,16:00:00,55.1
8.62,60.01,146.31,0.1,2024-10-13,16:04:00,51.2
43.62,76.53,353.71,0.58,2024-10-13,16:08:00,51.21
30.66,61.03,265.07,1.58,2024-10-13,16:12:00,52.46
7.86,94.11,295.86,0.5,2024-10-13,16:16:00,48.82
48.12,67.77,562.64,0.51,2024-10-13,16:20:00,54.5
25.92,76.54,10.57,0.36,2024-10-13,16:24:00,50.22
3.64,62.14,475.55,0.34,2024-10-13,16:28:00,52.13
31.34,78.27,0.08,1.32,2024-10-13,16:32:00,54.73
12.66,73.3,45.4,0.05,2024-10-13,16:36:00,52.81
40.18,61.56,293.97,0.56,2024-10-13,16:40:00,51.12
40.89,71.73,605.48,0.37,2024-10-13,16:44:00,49.86
48.95,73.7,104.4,0.07,2024-10-13,16:48:00,51.79
25.09,94.65,399.33,0.81,2024-10-13,16:52:00,51.31
22.75,67.28,488.52,0.42,2024-10-13,16:56:00,57.13
37.67,79.07,165.26,0.55,2024-10-13,17:00:00,50.26
6.62,94.56,368.88,0.32,2024-10-13,17:04:00,50.8
27.35,87.72,656.21,0.62,2024-10-13,17:08:00,49.85
27.31,94.77,368.8,0.68,2024-10-13,17:12:00,51.33
4.47,93.89,113.27,0.17,2024-10-13,17:16:00,52.89
20.9,77.13,452.03,0.17,2024-10-13,17:20:00,49.94
42.66,84.37,426.38,0.32,2024-10-13,17:24:00,52.53
42.81,63.87,19.41,1.2,2024-10-13,17:28:00,49.39
4.96,75.44,65.23,0.33,2024-10-13,17:32:00,53.68
4.54,88.32,112.88,0.32,2024-10-13,17:36:00,50.89
13.13,77.69,98.13,0.27,2024-10-13,17:40:00,51.14
43.74,84.59,186.82,1.38,2024-10-13,17:44:00,54.6
6.45,86.1,326.96,0.51,2024-10-13,17:48:00,50.91
36.0,68.87,267.64,0.94,2024-10-13,17:52:00,52.57
5.06,90.65,641.27,1.01,2024-10-13,17:56:00,53.18
31.16,76.09,440.72,0.19,2024-10-13,18:00:00,54.36
17.8,67.36,630.82,0.24,2024-10-13,18:04:00,52.4
39.45,90.29,379.47,0.54,2024-10-13,18:08:00,51.11
11.68,74.62,64.71,0.18,2024-10-13,18:12:00,50.69
31.96,86.26,333.57,0.23,2024-10-13,18:16:00,52.35
11.78,79.18,591.86,0.34,2024-10-13,18:20:00,50.2
35.68,73.37,139.75,0.24,2024-10-13,18:24:00,52.79
43.68,88.35,65.67,0.15,2024-10-13,18:28:00,52.1
6.34,80.46,237.19,0.27,2024-10-13,18:32:00,49.36
43.33,73.67,280.01,0.47,2024-10-13,18:36:00,49.23
29.68,63.84,220.51,0.2,2024-10-13,18:40:00,51.84
6.36,91.34,97.37,0.29,2024-10-13,18:44:00,51.09
21.38,61.24,180.6,0.37,2024-10-13,18:48:00,53.29
8.04,90.21,491.24,1.41,2024-10-13,18:52:00,49.82
35.02,72.6,277.87,0.23,2024-10-13,18:56:00,53.11
37.94,82.38,455.44,1.1,2024-10-13,19:00:00,53.16
5.29,92.28,386.14,0.05,2024-10-13,19:04:00,49.26
25.31,65.31,395.32,0.78,2024-10-13,19:08:00,51.17
40.73,79.84,178.96,0.68,2024-10-13,19:12:00,54.34
46.81,86.76,375.51,0.78,2024-10-13,19:16:00,52.4
25.68,86.52,16.99,0.71,2024-10-13,19:20:00,51.4
47.51,78.4,310.86,0.89,2024-10-13,19:24:00,53.3
26.78,81.87,412.29,0.33,2024-10-13,19:28:00,50.6
19.71,86.51,131.04,1.12,2024-10-13,19:32:00,50.92
42.41,89.44,184.72,0.24,2024-10-13,19:36:00,51.9
24.65,86.66,158.06,0.06,2024-10-13,19:40:00,54.4
23.6,72.39,50.8,0.07,2024-10-13,19:44:00,49.71
24.52,94.89,250.46,0.51,2024-10-13,19:48:00,52.48
42.34,75.21,704.86,0.64,2024-10-13,19:52:00,50.73
41.6,60.86,254.79,0.81,2024-10-13,19:56:00,54.01
20.18,72.69,331.59,0.49,2024-10-13,20:00:00,53.05
16.66,64.47,470.22,0.26,2024-10-13,20:04:00,51.35
24.6,64.25,466.92,0.8,2024-10-13,20:08:00,52.69
28.64,69.85,683.92,0.45,2024-10-13,20:12:00,50.34
11.92,61.87,617.45,0.25,2024-10-13,20:16:00,50.22
39.7,84.1,571.64,0.61,2024-10-13,20:20:00,56.52
24.32,62.59,685.17,0.44,2024-10-13,20:24:00,50.72
16.7,67.12,166.15,2.52,2024-10-13,20:28:00,51.82
5.34,63.25,444.28,2.01,2024-10-13,20:32:00,50.67
11.94,62.21,638.78,0.23,2024-10-13,20:36:00,48.87
47.46,69.37,449.38,0.07,2024-10-13,20:40:00,49.39
15.25,80.02,703.74,0.18,2024-10-13,20:44:00,52.1
8.44,93.76,72.25,0.08,2024-10-13,20:48:00,48.6
23.03,90.64,316.32,0.68,2024-10-13,20:52:00,49.99
15.35,90.66,703.7,1.04,2024-10-13,20:56:00,52.71
1.76,66.16,273.29,0.19,2024-10-13,21:00:00,51.85
16.16,69.27,532.48,0.98,2024-10-13,21:04:00,50.56
27.21,62.67,21.89,0.13,2024-10-13,21:08:00,50.49
27.59,87.25,500.28,0.96,2024-10-13,21:12:00,49.31
17.83,62.44,672.93,0.22,2024-10-13,21:16:00,55.82
22.37,79.48,275.55,0.48,2024-10-13,21:20:00,49.39
48.28,68.68,15.34,0.81,2024-10-13,21:24:00,53.37
18.87,68.52,20.1,0.34,2024-10-13,21:28:00,46.92
12.91,94.68,642.26,0.12,2024-10-13,21:32:00,53.08
12.17,86.49,520.21,1.74,2024-10-13,21:36:00,53.28
22.89,89.29,76.81,0.12,2024-10-13,21:40:00,49.45
37.98,80.02,39.3,1.4,2024-10-13,21:44:00,50.07
10.3,90.49,579.47,0.67,2024-10-13,21:48:00,53.44
35.46,82.59,583.1,1.05,2024-10-13,21:52:00,49.01
1.06,93.12,86.78,0.72,2024-10-13,21:56:00,52.16
20.95,69.85,217.09,0.13,2024-10-13,22:00:00,49.92
38.79,80.84,561.62,0.09,2024-10-13,22:04:00,53.07
16.94,84.15,378.3,0.26,2024-10-13,22:08:00,54.98
28.19,73.75,688.74,0.04,2024-10-13,22:12:00,49.24
10.25,90.79,346.37,0.49,2024-10-13,22:16:00,52.42
37.1,94.29,487.41,0.51,2024-10-13,22:20:00,53.19
2.61,77.28,367.04,0.37,2024-10-13,22:24:00,47.24
42.63,73.67,678.94,0.18,2024-10-13,22:28:00,53.23
9.91,76.52,287.03,0.57,2024-10-13,22:32:00,51.91
43.72,89.85,165.45,0.22,2024-10-13,22:36:00,52.49
17.63,82.59,235.18,0.46,2024-10-13,22:40:00,47.54
36.13,61.57,614.0,0.21,2024-10-13,22:44:00,52.67
15.96,78.98,358.52,0.32,2024-10-13,22:48:00,50.81
45.3,60.61,255.06,2.34,2024-10-13,22:52:00,48.89
6.33,87.25,391.87,0.87,2024-10-13,22:56:00,52.57
8.93,71.49,95.93,0.14,2024-10-13,23:00:00,52.78
24.65,76.52,3.86,1.42,2024-10-13,23:04:00,50.99
4.1,87.95,202.02,0.71,2024-10-13,23:08:00,51.86
9.8,61.63,435.6,0.35,2024-10-13,23:12:00,50.81
47.19,65.55,512.41,0.4,2024-10-13,23:16:00,48.37
48.82,73.93,595.16,0.57,2024-10-13,23:20:00,50.83
18.81,68.05,667.2,1.41,2024-10-13,23:24:00,53.51
46.16,71.83,296.72,0.66,2024-10-13,23:28:00,53.53
27.24,94.94,533.17,0.25,2024-10-13,23:32:00,49.44
13.49,88.89,53.76,0.35,2024-10-13,23:36:00,51.56
35.12,90.94,41.42,0.26,2024-10-13,23:40:00,51.23
32.95,92.8,89.85,0.58,2024-10-13,23:44:00,52.06
49.46,71.93,322.97,0.7,2024-10-13,23:48:00,51.16
13.25,70.4,152.12,0.71,2024-10-13,23:52:00,52.5
33.6,68.19,206.59,1.13,2024-10-13,23:56:00,50.22
2.6,89.05,466.47,0.68,2024-10-14,00:00:00,53.24
5.68,83.78,258.14,0.17,2024-10-14,00:04:00,49.96
0.2,68.27,401.31,1.18,2024-10-14,00:08:00,51.4
49.97,73.19,296.93,0.41,2024-10-14,00:12:00,52.34
40.11,77.73,121.66,0.45,2024-10-14,00:16:00,51.44
39.34,78.48,53.29,0.34,2024-10-14,00:20:00,46.31
25.49,91.11,170.09,0.23,2024-10-14,00:24:00,51.59
15.0,73.32,41.54,0.25,2024-10-14,00:28:00,52.36
7.56,91.8,445.4,0.9,2024-10-14,00:32:00,51.57
14.23,75.45,572.92,0.49,2024-10-14,00:36:00,52.85
18.8,86.12,244.61,0.35,2024-10-14,00:40:00,53.3
37.82,92.56,278.72,1.15,2024-10-14,00:44:00,49.56
26.98,91.77,587.66,0.68,2024-10-14,00:48:00,47.51
3.87,61.99,160.28,0.38,2024-10-14,00:52:00,48.53
0.9,67.2,85.8,1.25,2024-10-14,00:56:00,51.07
5.12,76.69,360.81,1.07,2024-10-14,01:00:00,52.14
20.52,75.1,465.26,0.35,2024-10-14,01:04:00,50.66
46.66,82.43,431.75,0.28,2024-10-14,01:08:00,48.13
31.87,93.06,513.99,0.75,2024-10-14,01:12:00,51.48
40.09,63.93,40.86,0.33,2024-10-14,01:16:00,50.91
23.32,75.82,308.31,0.5,2024-10-14,01:20:00,51.2
18.08,66.73,171.77,0.43,2024-10-14,01:24:00,54.49
5.42,91.29,546.57,0.51,2024-10-14,01:28:00,52.5
43.8,93.76,628.37,1.32,2024-10-14,01:32:00,50.58
39.16,76.75,202.56,0.5,2024-10-14,01:36:00,48.19
8.41,63.64,68.56,0.82,2024-10-14,01:40:00,53.52
25.61,87.49,182.47,0.53,2024-10-14,01:44:00,47.29
24.37,84.4,74.89,0.49,2024-10-14,01:48:00,50.26
31.25,72.41,232.14,0.18,2024-10-14,01:52:00,48.41
47.31,91.06,387.5,0.09,2024-10-14,01:56:00,49.99
28.99,94.15,701.05,0.24,2024-10-14,02:00:00,50.61
27.01,79.52,287.55,0.06,2024-10-14,02:04:00,48.16
2.52,79.8,158.43,0.26,2024-10-14,02:08:00,45.88
3.15,70.41,120.1,0.5,2024-10-14,02:12:00,48.84
9.37,80.46,124.59,0.31,2024-10-14,02:16:00,48.06
1.62,75.39,138.67,0.07,2024-10-14,02:20:00,48.84
37.17,70.58,548.83,2.72,2024-10-14,02:24:00,50.18
36.17,62.35,43.94,0.44,2024-10-14,02:28:00,53.78
6.8,68.84,718.13,0.43,2024-10-14,02:32:00,49.53
41.8,66.92,376.33,1.08,2024-10-14,02:36:00,49.66
7.74,78.97,391.88,0.97,2024-10-14,02:40:00,50.51
15.06,81.06,257.45,0.43,2024-10-14,02:44:00,52.03
12.45,81.3,496.98,0.47,2024-10-14,02:48:00,51.82
